,Rank,Name,Type,Episodes,Studio,Release_season,Tags,Rating,Release_year,Description,Related_anime,Voice_actors
5033,5034,Black Rock Shooter TV,TV   ,,Ordet,Winter,"Action, Drama, Fantasy, Slice of Life, Based on a Song, noitaminA, Psychological, School Life",3.51,2012.0,"""Athletic Mato is excited to start middle school and meet new people, including Yomi, an artistic girl who doesn't open up easily to others. While awkward around each other at first, things change when the girls discover their mutual obsession for a fantastical picture book. But just as the pair becomes fast friends, they're torn apart by a cruel, wheelchair-bound girl who considers Yomi her personal possession and refuses to let anyone else near her. What's worse, Mato has recently begun to have strange dreams about girls brawling in bizarre colorful worlds that seem to parallel her personal struggles. With jealousy, insecurity, and foreboding dreams always getting in the way, can the two girls ever become true friends?""","Supercell: Black Rock Shooter, Black Rock Shooter OVA, Black Rock Shooter: Dawn Fall","Black Rock Shooter : Kana Hanazawa, Mato Kuroi : Kana Hanazawa, Dead Master, Kagari Izuriha : Eri Kitamura, Saya Irino : Mamiko Noto, Strength : Kana Asumi, Yomi Takanashi : Miyuki Sawashiro, Yuu Kotari : Kana Asumi, Shinobu Yoshioka
Director, Hideharu Mori
Music, Supercell
Music, Kazuko Nakashima
Color Design, Hiroshi Nakamura
Producer, Hiroaki Matsuura
Producer, Kana Shundou
Key Animator, Arthell Isom
Background Artist"
5036,5037,Sora no Manimani,TV   ,12.0,Studio Comet,Summer,"Comedy, Romance, Seinen, Slice of Life, Astronomy, School Club, School Life, Based on a Manga",3.51,2009.0,"'Years ago, Saku moved away from his hometown, leaving behind his friend and tormentor Mihoshi. As a child, Mihoshi constantly forced the bookish and shy Saku to play and look at the stars; and now, as Saku moves back home to attend high school, he prays for a quiet school life free from her grasp. Unfortunately, Saku’s desires are quickly shattered as Mihoshi catches sight of him and convinces him to join the school’s astronomy club. Alongside Mihoshi, the other club members and Hime - another girl from Saku’s past who’s determined to win him over - Saku continues his dreadfully unordinary high school life with a grimace and positive attitude!'",Sora no Manimani Specials,"Hime Makita : Haruka Tomatsu, Mihoshi Akeno : Kanae Itou, Saku Oyagi : Tomoaki Maeno, Akina Kawamura : Megumi Takamoto, Fumie Kotozuka : Ami Koshimizu, Masashi Edogawa : Reiko Takagi, Nozomu Soma :  Masaya Matsukaze, Oumi Ayumi : Miyuki Sawashiro, Mami Kashiwabara
Original Creator, Shinji Takamatsu
Director, Kaoru Okubo
Music, Coorie
Music, Kaoru Ookubo
Music, Hajime Watanabe
Character Design, Yoshikazu Iwanami
Sound Director, Yuuka Sakurai
Producer"
5048,5049,Yokohama Kaidashi Kikou: Quiet Country Cafe,OVA  ,2.0,Ajia-do,,"Seinen, Slice of Life, Androids, Countryside, Iyashikei, Non-Human Protagonists, Robots, Based on a Manga, Nudity",3.5,2002.0,"'Alpha, an abandoned robot, runs a small shop in the backwoods of Japan. With an ever-present lack of customers, she passes the days enjoying the little things in life, such as the smell of freshly brewed coffee, and conversation with her neighbors. But when a typhoon emerges and damages the shop, Alpha decides to embark on a journey to see other parts of Japan, expand her horizons, and explore other aspects of life.'",Yokohama Kaidashi Kikou,"Alpha Hatsuseno : Hekiru Shiina, Kokone Takatsu : Akiko Nakagawa, Matsuki : Miki Nagasawa, Oji-San : Shozo Iizuka, Takahiro : Toshiyuki Toyonaga, Airport Receptionist : Hiroko Maruyama, Misago, Nai : Ryo Naitou, Hitoshi Ashinano
Original Creator, Tomomi Mochizuki
Director, Choro Club
Music, Masayuki Sekine
Character Design, Shichirou Kobayashi
Art Director, Naomi Sudou
Producer"
5053,5054,Strawberry Marshmallow Special: Episode 0,DVD S,,Daume,,"Comedy, Shounen, Slice of Life, Astronauts, Outer Space, Based on a Manga",3.5,2005.0,"'It’s twenty days until the first episode of the series is due to air, and aboard a space shuttle on their voyage back to Earth the girls are relaxing. Unfortunately their peace is soon shattered as Miu bursts through the window and the ship’s oxygen levels rapidly drop. With time running out the girls have to rely upon their last resort if they want any hope of getting back home in one piece…'","Strawberry Marshmallow, Strawberry Marshmallow OVA, Strawberry Marshmallow Encore","Chika Ito : Saeko Chiba, Miu Matsuoka : Fumiko Orikasa, Nobue Ito : Hitomi Nabatame, Ana Coppola : Mamiko Noto, Matsuri Sakuragi : Ayako Kawasumi, Barasui
Original Creator, Takuya Satou
Director, Takeshi Watanabe
Music, Kyuuta Sakai
Character Design"
5067,5068,Shingu: Secret of the Stellar Wars,TV   ,26.0,MADHOUSE,Spring,"Action, Sci Fi, Slice of Life, Aliens, Psychic Powers, Superpowers, Original Work",3.5,2001.0,"'In the year 2070, a giant object appears over the skies of the small town Tenmo, scrambling the electrical grid and confirming the existence of extra terrestrial life. To young Hajime Morata, this news is exciting and new - but to the townspeople, school council members and even the new exchange student Muryou Subaru, nothing going on in the skies is out of the ordinary. For it seems that Earth houses both intergalactic ambassadors and planet defenders alike - at least one of whom can use the power of the giant Shingu to battle incoming invaders - and Hajime is somehow connected. In addition to helping plan school festivals and living his day to day life, Hajime slowly begins to discover the secret behind his town and himself.'",Shingu: Secret of the Stellar Wars Recap,"Hajime Murata : Kenji Nojima, Muryou Subaru : Issei Miyazaki, Nayuta Moriyama : Romi Park, Futaba Murata : Rie Kugimiya, Hachiyou Tsumori : Yuuji Ueda, Harumi Mineo : Masumi Asano, Hiromi Isozaki : Yoko Sasaki, Jiltosh : Kenichi Ono, Tatsuo Satou
Director & Original Creator, Yuuji Oono
Music, Takahiro Yoshimatsu
Character Design, Atsushi Moriyama
Producer, Kenichi Ishikura
Episode Director, Yuuji Yanase
Animation Director, Shinichirou Kajiura
Animation Director"
5072,5073,Sky Girls TV,TV   ,26.0,J.C.Staff,Summer,"Sci Fi, Slice of Life, Military, Post-apocalyptic, Power Suits, Original Work",3.5,2007.0,"""In the not-too-distant future, Earth was attacked by mysterious beings and before long over a third of the world's population was destroyed. Even after bringing to bear its full, united military strength, humanity was unable to repel the assailants and forced into using weapons of mass destruction. This was successful, but the war and its conclusion resulted in the deaths of a crushing percentage of all fighting-aged males, and Antarctica being melted, causing much of the Earth's land to sink underwater. Years later, three young girls - Otoha, a headstrong country girl; Karen, a technical genius; and the highly-disciplined and strong-willed Eika - are being trained to pilot Sonic Divers, weapons being developed lest humanity be caught off-guard once again.""","Sky Girls, Sky Girls Specials","Eika Ichijo : Shizuka Itou, Elise Von Dietrich : Ayumi Tsuji, Karen Sonomiya : Saori Gotou, Otoha Sakurano : Ayako Kawasumi, Aisha Krishnam : Azusa Kataoka, Akitaka Shima : Yutaka Aoyama, Aki Yuko : Hitomi Nabatame, Haruko Mikogami : Momoko Ishikawa, Yoshiaki Iwasaki
Director, Shinkichi Mitsumune
Music, Kazunori Iwakura
Character Design, Yuuji Matsukura
Producer, Shigeru Nishiyama
Editor, Masahito Otani
Episode Director, Tomio Yamauchi
Episode Director & Storyboard, Osamu Inoue
Storyboard"
5097,5098,Sakura Trick,TV   ,12.0,Studio DEEN,Winter,"Comedy, GL, Romance, Seinen, Shoujo-ai, Slice of Life, School Life, Based on a 4-Koma Manga, Based on a Manga",3.5,2014.0,"'Best friends Haruka and Yuu have just entered their first year at Misato West High School, a facility scheduled to be shut down in three years. The duo have been inseparable since middle school, but moving to a new school means making new friends. So together, the pair decides they’ll share something special that they won’t do with the other girls: they’ll share a passionate kiss. Now, the two, along with new companions Kotone, Shizuku, Kaede and Yuku, begin their high school days together, having plenty of fun - and sharing plenty of intimate kisses - along the way.'",,"Haruka Takayama : Haruka Tomatsu, Yu Sonoda : Yuka Iguchi, Kaede Ikeno : Mai Fuchigami, Kotone Noda : Yuka Aisaka, Mitsuki Sonoda : Saki Fujita, Rina Sakai : Yurika Endou, Shizuku Minami : Hiromi Igarashi, Sumi Otokawa : Momo Asakura, Tachi
Original Creator, Kenichi Ishikura
Director & Ed Director & Op Director & Series Composition & Storyboard, Ryousuke Nakanishi
Music, Kyuuta Sakai
Character Design, Hiroyuki Kobayashi
Producer, Junichirou Tanaka
Producer, Nobumitsu Urasaki
Producer, Masashi Takatori
Producer"
5111,5112,Neko Enikki,TV   ,13.0,Kachidoki Studio,,"Comedy, Slice of Life, Cats, Based on a Manga, Flash Animation",3.5,2015.0,"'The autobiographical manga utilizes both drawings and photos of cats to chronicle the life of a woman who lives by herself in order to live with her cats. She is described as a ""himono-onna,"" a Japanese slang word that means ""a woman who is proper in public but lazy at home.""'",,"Kayu Suzuo
Original Creator"
5117,5118,Kobo-chan: Yume Ippai!!,TV Sp,,Eiken,,"Comedy, Slice of Life, Family Friendly, Based on a 4-Koma Manga, Based on a Manga",3.5,1991.0,'No synopsis yet - check back soon!',"Kobo-chan: Aki ga Ippai, Kobo-chan, Kobo-chan: Matsuri ga Ippai!, Kobo-chan: Yakusoku no Magic Day","Iwao Yamakawa, Kobo Tabata, Kouji Tabata, Mine Yamakawa, Sanae Tabata, Takeo Oomori, Bochi, Hanako Izumi, Hiroyuki Torii
Director, Tatsumi Yano
Music, Jouji Yanase
Character Design"
5132,5133,Oh! Family,TV   ,26.0,Knack,,"Romance, Shoujo, Slice of Life, America, Family Life, Based on a Manga",3.5,1986.0,"'Set in 1980 Miami, Florida, The rich and wacky Anderson family adopt the son of an old friend. Hanging out mostly with the second child, Fea, the series explores the love lives and hardships of each of the characters.'",,"Fea Anderson, Jonathan Allen, Kay Anderson, Leif Mcgary, Sharon Anderson, Tracy Anderson, Wilfred Anderson, Adam, Taeko Watanabe
Original Creator, Masamune Ochiai
Director, Tadashige Matsui
Music, Fumio Sasaki
Character Design, Hitoshi Nagao
Art Director, Shuuichi Kakesu
Editor"
5136,5137,Ocha-ken: Ryokutto Monogatari,TV   ,13.0,Fall 2008,,"Slice of Life, Animal Protagonists, Dogs, Family Friendly, Food Protagonists, Non-Human Protagonists, Short Episodes",3.5,2008.0,'No synopsis yet - check back soon!',"Ocha-ken: Chokotto Monogatari, Ocha-ken: Hotto Monogatari","Hana, Ryoku"
5139,5140,Girls' Frontline Chibi Theater 2,Web  ,12.0,BigFireBird,,"Comedy, Slice of Life, Anthropomorphic, Chibi, Chinese Animation, Guns, Short Episodes, Based on a Mobile Game",3.5,2020.0,"""Second season of Girls' Frontline Chibi Theater.""","Girls' Frontline Chibi Theater, Girls' Frontline","G11, Hk416, M16A1, M4A1, M4 Sopmod Ii, St Ar-15, Ump45, Ump9"
5161,5162,Ohayo! Spank Movie,Movie,,TMS Entertainment,,"Comedy, Romance, Slice of Life",3.5,1982.0,'No synopsis yet - check back soon!',Ohayo! Spank,"Aiko Morimura, Spank, Fujinami, Shinako Yoshimura, Tetsuo Ueno
Music, Kouji Makaino
Music, Noboru Tatsuike
Art Director"
5193,5194,The Helpful Fox Senko-san: Super Senko-san Time,DVD S,,Doga Kobo,,"Fantasy, Seinen, Slice of Life, Animal Characteristics, Contemporary Fantasy, Iyashikei, Non-Human Protagonists, Youkai, Based on a Manga",3.5,2019.0,'No synopsis yet - check back soon!',The Helpful Fox Senko-san,"Kouenji, Senko, Shiro, Sora"
5212,5213,Police in a Pod,TV   ,,MADHOUSE,Winter,"Comedy, Seinen, Slice of Life, Police, Based on a Manga, Mature Themes",3.49,2022.0,"""Female police officer Kawai had enough of a career she wasn't even that into and was about to hand in her registration, when the unthinkable happened—she met the new, female director of her station! And after spending a little time with this gorgeous role model, Kawai realizes that maybe she isn't quite done being an officer after all.""",,"Mai Kawai : Shion Wakayama, Seiko Fuji : Yui Ishikawa, Miwa Makitaka : Kana Hanazawa, Seiji Minamoto : Ryouta Suzuki, Takeshi Yamada : Shimba Tsuchiya, Tamotsu Houjou : Rikiya Koyama, Miko Yasu
Original Creator, Yuuzou Satou
Director, Kei Tsuchiya
Character Design"
5216,5217,Chibi Maruko-chan (1995),TV   ,132.0,Nippon Animation,Winter,"Comedy, Shoujo, Slice of Life, Family Friendly, School Life, Based on a Manga",3.49,1995.0,'No synopsis yet - check back soon!',"Chibi Maruko-chan, Chibi Maruko-chan Movie, Chibi Maruko-chan: Watashi no Suki na Uta, Chibi Maruko-chan no Koutsuu Anzen, Chibi Maruko-chan no Konna Nori Kata Abunai yo, Chibi Maruko-chan Movie: Italia kara Kita Shounen","Momoko Sakura : Tarako Isono, Kazuhiko Hanawa : Masami Kikuchi, Kimio Nagasawa : Chafurin, Sakiko Sakura : Machiko Toyoshima, Tamezou Koyama : Ken Yamaguchi, Momoko Sakura
Original Creator, Jun Takagi
Director, Nobuyuki Nakamura
Music, Hideyuki Funakoshi
Character Design, Ayako Mizuno
Producer"
5225,5226,Hayate the Combat Butler! (2014),OVA  ,3.0,Manglobe,,"Comedy, Shounen, Slice of Life, Based on a Manga",3.49,2014.0,'No synopsis yet - check back soon!',"Hayate the Combat Butler!, Hayate the Combat Butler!! OVA, Hayate the Combat Butler!!, Hayate the Combat Butler! Heaven is a Place on Earth, Hayate the Combat Butler! Can't Take My Eyes Off You, Hayate the Combat Butler! Cuties","Hayate Ayasaki : Ryouko Shiraishi, Nagi Sanzenin : Rie Kugimiya, Maria : Rie Tanaka, Athena Tennousu : Ayako Kawasumi, Ayumu Nishizawa : Mikako Takahashi, Hinagiku Katsura : Shizuka Itou, Izumi Segawa : Sayuri Yahagi, Ruka Suirenji : Haruka Yamazaki, Yuuko Kobari
Color Design"
5229,5230,Aki no Kanade,Movie,,J.C.Staff,,"Drama, Slice of Life, Anime Tamago, Music, Shorts, Original Work",3.49,2015.0,"""Aki Miyagawa moved to Tokyo to pursue her dream to be a taiko drummer, but had a hard time balancing her strict training regimen with her part-time job. Now, after 15 years, she's returning to coach others for a taiko festival.""",,"Aki Miyagawa : Rina Satou, Micho Yoshioka : Kenji Hamada, Akane Matsumoto : Mai Nakahara, Megumi Okumura : Rie Kugimiya, Naoto Hayashida : Makoto Furukawa, Aki'S Father : Atsushi Ono, Aki'S Grandmother : Kiyoko Miyazawa, Fumiko, Youhei Suzuki
Director, Hidetake Takayama
Music, Youhei Yaegashi
Character Design, Yoshikazu Iwanami
Sound Director, Yuuji Matsukura
Producer"
5231,5232,Dragonaut: The Resonance Special,DVD S,,GONZO,,"Comedy, Ecchi, Slice of Life, Dragons, Parody, School Life",3.49,2008.0,'No synopsis yet - check back soon!',Dragonaut: The Resonance,"Jin Kamishina, Toa, Akira Souya, Amadeus, Gio, Howlingstar, Kasuga Nozaki, Kiril Zhazhiev, Kousuke Yamashita
Music, Makoto Uno
Character Design"
5235,5236,Azur Lane: Slow Ahead!,TV   ,12.0,Candy Box,Winter,"Comedy, Slice of Life, Anthropomorphic, Military, Military School, School Life, Short Episodes, Based on a 4-Koma Manga, Based on a Manga",3.49,2021.0,"'This is a slightly peculiar world where the shipgirls live in. A lively and enjoyable school life for girls from different factions will begin at the naval port of Azur Lane. Living out their lives to the fullest, these girls get into various shenanigans—slowly but surely!'","Azur Lane, Azur Lane: Slow Ahead! Hokorashiki Bokou ni Shukusai wo","Ayanami : You Taichi, Javelin : Nozomi Yamane, Laffey : Maria Naganawa, Z23 : Rika Abe, Admiral Graf Spee : Mai Fuchigami, Akashi : Sumire Uesaka, Baltimore : Minami Takahashi, Bismarck : Ayaka Fukuhara, Hori
Original Creator, Masato Jinbou
Director, Shade
Music, Hiromitsu Hagiwara
Character Design & Chief Animation Director, Tadashi Kitaoka
Photography Director, Kouji Hamaoka
Color Design, Masanori Tsuchiya
Sound Director, Yuu Satou
Screenplay"
5257,5258,Pigtails,Movie,,Production I.G,,"Drama, Seinen, Slice of Life, Melancholy, Post-apocalyptic, Based on a Manga",3.49,2015.0,"""The earth shook. The sea roared. And then... There is a small house solitary standing by the seaside. A pigtail-braided girl is living there alone since that day. Mail is no longer delivered, but even this morning, she's hanging out the laundry as usual.""",,"Machiko Kyou
Original Creator, Yoshimi Itazu
Director, Ichiko Aoba
Music, Katsuji Morishita
Producer, Norio Matsumoto
Key Animator"
5270,5271,Aho-Girl,TV   ,12.0,diomedea,Summer,"Comedy, Shounen, Slice of Life, Gag, School Life, Slapstick, Based on a Manga",3.49,2017.0,"""She is Hanabatake Yoshiko, and she's an idiot through and through. She loves bananas, and she loves her childhood friend Akkun.""",,"Akuru Akutsu : Tomokazu Sugita, Yoshiko Hanabatake : Aoi Yuuki, Fuuki Iinchou : Sumire Uesaka, Ruri Akutsu : Sayaka Senbongi, Ryuichi Kurosaki : Taku Yashiro, Sayaka Sumino : Sayaka Harada, Yoshie Hanabatake : Youko Hikasa, Akane Eimura : M.A.O., Hiroyuki
Original Creator, Keizou Kusakawa
Chief Director, Shingo Tamaki
Director, Gin
Music, Masakazu Ishikawa
Character Design, Angela
Song Performance"
