a1.Name,Proximo_Rikako_Aida,a2.Name,Trabalhou_com_proximos_Rikako_aida
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!#""","""Kishou Taniyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!#""","""Kouki Uchiyama"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!#""","""Manami Numakura"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!#""","""Ryouta Oosaka"""
"""Senryu Girl""","""Sumire Uesaka""","""Show By Rock!!#""","""Yuuji Ueda"""
"""Senryu Girl""","""Sumire Uesaka""","""So I'm a Spider, So What?""","""Aoi Yuuki"""
"""Senryu Girl""","""Sumire Uesaka""","""So I'm a Spider, So What?""","""Kaito Ishikawa"""
"""Senryu Girl""","""Sumire Uesaka""","""So I'm a Spider, So What?""","""Kaya Okuno"""
"""Senryu Girl""","""Sumire Uesaka""","""So I'm a Spider, So What?""","""Larissa Tago Takeda"""
"""Senryu Girl""","""Sumire Uesaka""","""So I'm a Spider, So What?""","""Nao Touyama"""
"""Senryu Girl""","""Sumire Uesaka""","""So I'm a Spider, So What?""","""Saori Hayami"""
"""Senryu Girl""","""Sumire Uesaka""","""So I'm a Spider, So What?""","""Shun Horie"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure""","""Eimi Naruse"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure""","""Hina Kino"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure""","""Konomi Kohara"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure""","""Mikako Komatsu"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure""","""Rie Murakawa"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure""","""Yoshimasa Hosoya"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure Movie: Hoshi no Uta ni Omoi wo Komete""","""Eimi Naruse"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure Movie: Hoshi no Uta ni Omoi wo Komete""","""Konomi Kohara"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure Movie: Hoshi no Uta ni Omoi wo Komete""","""Mikako Komatsu"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure Movie: Hoshi no Uta ni Omoi wo Komete""","""Ryuusuke Komakine"""
"""Senryu Girl""","""Sumire Uesaka""","""Star Twinkle Pretty Cure Movie: Hoshi no Uta ni Omoi wo Komete""","""Shunsuke Sakuya"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You""","""Akari Kitou"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You""","""Aya Hisakawa"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You""","""Hitomi Ohwada"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You""","""Konomi Kohara"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You""","""Umeka Shouji"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You""","""Yuki Nagaku"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You""","""Yuu Serizawa"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You - Flashbacks""","""Akari Kitou"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You - Flashbacks""","""Konomi Kohara"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You - Flashbacks""","""Masashi Ebara"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You - Flashbacks""","""Umeka Shouji"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You - Flashbacks""","""Yuu Serizawa"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You OVA""","""Akari Kitou"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You OVA""","""Hitomi Ohwada"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You OVA""","""Junya Enoki"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You OVA""","""Konomi Kohara"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You OVA""","""Yuki Nagaku"""
"""Senryu Girl""","""Sumire Uesaka""","""TONIKAWA: Over the Moon for You OVA""","""Yuu Serizawa"""
"""Senryu Girl""","""Sumire Uesaka""","""The Great Jahy Will Not Be Defeated!""","""Ai Kayano"""
"""Senryu Girl""","""Sumire Uesaka""","""The Great Jahy Will Not Be Defeated!""","""Mikako Komatsu"""
"""Senryu Girl""","""Sumire Uesaka""","""The Great Jahy Will Not Be Defeated!""","""Naomi Oozora"""
"""Senryu Girl""","""Sumire Uesaka""","""The Great Jahy Will Not Be Defeated!""","""Youko Hikasa"""
"""Senryu Girl""","""Sumire Uesaka""","""The Great Jahy Will Not Be Defeated!""","""Yui Ogura"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls""","""Aya Suzaki"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls""","""Haruka Yoshimura"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls""","""Hiromi Igarashi"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls""","""Naomi Oozora"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls""","""Natsumi Takamori"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls""","""Rei Matsuzaki"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls""","""Yuka Ootsubo"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Second Series""","""Aya Suzaki"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Second Series""","""Hiromi Igarashi"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Second Series""","""Naomi Oozora"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Second Series""","""Natsumi Takamori"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Second Series""","""Rei Matsuzaki"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Second Series""","""Sayuri Hara"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Second Series""","""Yuka Ootsubo"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Special: Anytime, Anywhere with Cinderella""","""Ayaka Oohashi"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater""","""Ayaka Fukuhara"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater""","""Ayaka Oohashi"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater""","""Haruka Yoshimura"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater""","""Hiromi Igarashi"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater""","""Maaya Uchida"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater""","""Natsumi Takamori"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater""","""Sayuri Hara"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season""","""Amina Satou"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season""","""Ayaka Fujimoto"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season""","""Hiromi Igarashi"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season""","""Masumi Tazawa"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season""","""Naomi Oozora"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season""","""Shiki Aoki"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season""","""Tomo Muranaka"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season (Web)""","""Ayaka Asai"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season (Web)""","""Hiyori Nitta"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season (Web)""","""Minami Tsuda"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season (Web)""","""Nao Touyama"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season (Web)""","""Natsumi Takamori"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 2nd Season (Web)""","""Sayuri Hara"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 3rd Season""","""Amina Satou"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 3rd Season""","""Ayaka Fujimoto"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 3rd Season""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 3rd Season""","""Hiromi Igarashi"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 3rd Season""","""M.A.O."""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 3rd Season""","""Mina Nagashima"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater 3rd Season""","""Minori Suzuki"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater Climax Season""","""Amina Satou"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater Climax Season""","""Ayaka Fujimoto"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater Climax Season""","""Chinatsu Akasaki"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater Climax Season""","""Hiromi Igarashi"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater Climax Season""","""Hitomi Harada"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater Climax Season""","""Tomo Muranaka"""
"""Senryu Girl""","""Sumire Uesaka""","""The [email protected]: Cinderella Girls Theater Climax Season""","""Yuki Kaneko"""
"""Senryu Girl""","""Sumire Uesaka""","""This Art Club Has a Problem!""","""Ari Ozawa"""
"""Senryu Girl""","""Sumire Uesaka""","""This Art Club Has a Problem!""","""Chiaki Shimogama"""
"""Senryu Girl""","""Sumire Uesaka""","""This Art Club Has a Problem!""","""Kana Marutsuka"""
"""Senryu Girl""","""Sumire Uesaka""","""This Art Club Has a Problem!""","""Kentarou Tone"""
"""Senryu Girl""","""Sumire Uesaka""","""This Art Club Has a Problem!""","""Nao Touyama"""
"""Senryu Girl""","""Sumire Uesaka""","""This Art Club Has a Problem!""","""Sora Tokui"""
"""Senryu Girl""","""Sumire Uesaka""","""This Art Club Has a Problem!""","""Yusuke Kobayashi"""
"""Senryu Girl""","""Sumire Uesaka""","""Why the Hell are You Here, Teacher!?""","""Kazutomi Yamamoto"""
"""Senryu Girl""","""Sumire Uesaka""","""Why the Hell are You Here, Teacher!?""","""Nozomi Yamamoto"""
"""Senryu Girl""","""Sumire Uesaka""","""Why the Hell are You Here, Teacher!?""","""Ryouta Suzuki"""
"""Senryu Girl""","""Sumire Uesaka""","""Why the Hell are You Here, Teacher!?""","""Shizuka Ishigami"""
"""Senryu Girl""","""Sumire Uesaka""","""Why the Hell are You Here, Teacher!?""","""Toshiki Masuda"""
"""Senryu Girl""","""Sumire Uesaka""","""Why the Hell are You Here, Teacher!?""","""Yusuke Kobayashi"""
"""Senryu Girl""","""Sumire Uesaka""","""Why the Hell are You Here, Teacher!?""","""Yuuko Gotou"""
"""Senryu Girl""","""Sumire Uesaka""","""Xuan Yuan Sword Luminary""","""Mami Kingetsu"""
"""Senryu Girl""","""Sumire Uesaka""","""Xuan Yuan Sword Luminary""","""Nana Mizuki"""
"""Senryu Girl""","""Sumire Uesaka""","""Xuan Yuan Sword Luminary""","""Rie Kugimiya"""
"""Senryu Girl""","""Sumire Uesaka""","""Xuan Yuan Sword Luminary""","""Yoshitsugu Matsuoka"""
"""Senryu Girl""","""Sumire Uesaka""","""Xuan Yuan Sword Luminary""","""Yusuke Shirai"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Ace of the Diamond: Act II""","""Ayumu Murase"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Ace of the Diamond: Act II""","""Hiroaki Tajiri"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Ace of the Diamond: Act II""","""Natsuki Hanae"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Ace of the Diamond: Act II""","""Nobunaga Shimazaki"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Ace of the Diamond: Act II""","""Ryouta Oosaka"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Ace of the Diamond: Act II""","""Takahiro Sakurai"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Ace of the Diamond: Act II""","""Yuuma Uchida"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism""","""Akane Kohinata"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism""","""Eriko Matsui"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism""","""Natsumi Hioka"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism""","""Nozomi Nishida"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism""","""Sayaka Kitahara"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism""","""Yuuki Takada"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism: Badump! A Pleasure Trip with All the Five Swords""","""Akane Kohinata"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism: Badump! A Pleasure Trip with All the Five Swords""","""Natsumi Hioka"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism: Badump! A Pleasure Trip with All the Five Swords""","""Nozomi Nishida"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism: Badump! A Pleasure Trip with All the Five Swords""","""Rina Hidaka"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism: Badump! A Pleasure Trip with All the Five Swords""","""Sayaka Kitahara"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Armed Girl’s Machiavellism: Badump! A Pleasure Trip with All the Five Swords""","""Yuuki Takada"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Cheer Boys!!""","""Hayato Kimura"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Cheer Boys!!""","""Katsuyuki Konishi"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Cheer Boys!!""","""Nobuhiko Okamoto"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Cheer Boys!!""","""Yosei Bun"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Cheer Boys!!""","""Yuu Hayashi"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Cheer Boys!!""","""Yuuki Yonai"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Cheer Boys!!""","""Yuuya Hirose"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Domestic Girlfriend""","""Akari Kitou"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Domestic Girlfriend""","""Haruka Yoshimura"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Domestic Girlfriend""","""Kenjirou Tsuda"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Domestic Girlfriend""","""Konomi Kohara"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Domestic Girlfriend""","""Maaya Uchida"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Domestic Girlfriend""","""Takuya Eguchi"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Domestic Girlfriend""","""Youko Hikasa"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Fastest Finger First""","""Kaito Ishikawa"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Fastest Finger First""","""Satsumi Matsuda"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Fastest Finger First""","""Shun Horie"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Fastest Finger First""","""Takuma Nagatsuka"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Fastest Finger First""","""Takuya Satou"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Fastest Finger First""","""Umika Kawashima"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Fastest Finger First""","""Wataru Hatano"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Hikari: Kariya wo Tsunagu Monogatari""","""Ayaka Suwa"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Hikari: Kariya wo Tsunagu Monogatari""","""Daiki Yamashita"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Hikari: Kariya wo Tsunagu Monogatari""","""Eri Inagawa"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Hikari: Kariya wo Tsunagu Monogatari""","""Rika Abe"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Hikari: Kariya wo Tsunagu Monogatari""","""Sae Aiuchi"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Hikari: Kariya wo Tsunagu Monogatari""","""You Taichi"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress""","""Kanae Oki"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress""","""Kensuke Satou"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress""","""Maaya Uchida"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress""","""Mamoru Miyano"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress""","""Ryouta Oosaka"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress""","""Sayaka Senbongi"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress""","""Toshiki Masuda"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Movie: The Battle of Unato""","""Kanae Oki"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Movie: The Battle of Unato""","""Kensuke Satou"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Movie: The Battle of Unato""","""Maaya Uchida"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Movie: The Battle of Unato""","""Mariya Ise"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Movie: The Battle of Unato""","""Ryouta Oosaka"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Movie: The Battle of Unato""","""Sayaka Senbongi"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Movie: The Battle of Unato""","""Toshiki Masuda"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Part 1: Light That Gathers""","""Maaya Uchida"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Part 1: Light That Gathers""","""Mariya Ise"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Part 1: Light That Gathers""","""Ryouta Oosaka"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Part 1: Light That Gathers""","""Sayaka Senbongi"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Part 1: Light That Gathers""","""Toshiki Masuda"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Part 1: Light That Gathers""","""Yuuki Kaji"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Kabaneri of the Iron Fortress Part 2: Life That Burns""","""Sayaka Senbongi"""
"""Senryu Girl""","""Tasuku Hatanaka""","""King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga""","""Soma Saito"""
"""Senryu Girl""","""Tasuku Hatanaka""","""MARS RED""","""Akira Ishida"""
"""Senryu Girl""","""Tasuku Hatanaka""","""MARS RED""","""Fumiko Orikasa"""
"""Senryu Girl""","""Tasuku Hatanaka""","""MARS RED""","""Junichi Suwabe"""
"""Senryu Girl""","""Tasuku Hatanaka""","""MARS RED""","""Kenichi Suzumura"""
"""Senryu Girl""","""Tasuku Hatanaka""","""MARS RED""","""Kouichi Yamadera"""
"""Senryu Girl""","""Tasuku Hatanaka""","""MARS RED""","""Miyuki Sawashiro"""
"""Senryu Girl""","""Tasuku Hatanaka""","""MARS RED""","""Tomoyo Kurosawa"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Mirai""","""Gen Hoshino"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Mirai""","""Haru Kuroki"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Mirai""","""Kouji Yakusho"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Mirai""","""Kumiko Asou"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Mirai""","""Matsunojou Kanda"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Mirai""","""Mitsuo Yoshihara"""
"""Senryu Girl""","""Tasuku Hatanaka""","""Mirai""","""Yoshiko Miyazaki"""
"""Senryu Girl""","""Tasuku Hatanaka""","""My Hero Academia""","""Akeno Watanabe"""
"""Senryu Girl""","""Tasuku Hatanaka""","""My Hero Academia""","""Kei Shindou"""
